optimizer,seed,data_seed,tokens,data_exposure,iteration,val_loss,val_perplexity,val_accuracy,num_eval_batches,train_time_seconds,mean_tokens_per_second,peak_memory_bytes,experiment_dir
ademamix,0,1337,67108864,0.1250019073777371,1024,4.498353958129883,89.86880928696887,0.2741413116455078,64,1127.8803733319994,237999.93540714282,6314994176,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_ademamix_seed0_lrscale1_tokens268435456
ademamix,0,1337,134217728,0.2500038147554742,2048,4.205862522125244,67.07823958130747,0.2999076843261719,64,1127.8803733319994,237999.93540714282,6314994176,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_ademamix_seed0_lrscale1_tokens268435456
ademamix,0,1337,268435456,0.5000076295109483,4096,4.01993989944458,55.69760765215066,0.31641578674316406,64,1127.8803733319994,237999.93540714282,6314994176,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_ademamix_seed0_lrscale1_tokens268435456
adopt,0,1337,16777216,0.03125047684443427,256,5.867005348205566,353.18832093529016,0.180328369140625,64,1122.9521831029995,239044.4224065225,6175400960,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_adopt_seed0_lrscale0p3_tokens268435456
adopt,0,1337,33554432,0.06250095368886854,512,5.324961185455322,205.3996520755454,0.21122360229492188,64,1122.9521831029995,239044.4224065225,6175400960,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_adopt_seed0_lrscale0p3_tokens268435456
adopt,0,1337,67108864,0.1250019073777371,1024,4.819103240966797,123.85357231261972,0.24735641479492188,64,1122.9521831029995,239044.4224065225,6175400960,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_adopt_seed0_lrscale0p3_tokens268435456
adopt,0,1337,134217728,0.2500038147554742,2048,4.413585662841797,82.56473844410924,0.2838916778564453,64,1122.9521831029995,239044.4224065225,6175400960,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_adopt_seed0_lrscale0p3_tokens268435456
adopt,0,1337,268435456,0.5000076295109483,4096,4.170770168304443,64.76513139810707,0.3033905029296875,64,1122.9521831029995,239044.4224065225,6175400960,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_adopt_seed0_lrscale0p3_tokens268435456
d-muon,0,1337,16777216,0.03125047684443427,256,5.119787216186523,167.2991909985406,0.21628952026367188,64,1153.460835318,232721.77761110934,6252898816,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_d-muon_seed0_lrscale3_tokens268435456
d-muon,0,1337,33554432,0.06250095368886854,512,4.61951208114624,101.4442081359866,0.2632331848144531,64,1153.460835318,232721.77761110934,6252898816,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_d-muon_seed0_lrscale3_tokens268435456
d-muon,0,1337,67108864,0.1250019073777371,1024,4.364060401916504,78.57530516513165,0.28444671630859375,64,1153.460835318,232721.77761110934,6252898816,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_d-muon_seed0_lrscale3_tokens268435456
d-muon,0,1337,134217728,0.2500038147554742,2048,4.189532279968262,65.99173202746029,0.2987251281738281,64,1153.460835318,232721.77761110934,6252898816,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_d-muon_seed0_lrscale3_tokens268435456
d-muon,0,1337,268435456,0.5000076295109483,4096,4.057147979736328,57.80904496300566,0.30995750427246094,64,1153.460835318,232721.77761110934,6252898816,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_d-muon_seed0_lrscale3_tokens268435456
lamb,0,1337,16777216,0.03125047684443427,256,6.028428077697754,415.06038790102406,0.16856956481933594,64,1158.5195744759978,231705.5852262265,6175793152,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_lamb_seed0_lrscale27_tokens268435456
lamb,0,1337,33554432,0.06250095368886854,512,5.410538196563721,223.75116350202543,0.202606201171875,64,1158.5195744759978,231705.5852262265,6175793152,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_lamb_seed0_lrscale27_tokens268435456
lamb,0,1337,67108864,0.1250019073777371,1024,4.8422064781188965,126.74829883936543,0.24698448181152344,64,1158.5195744759978,231705.5852262265,6175793152,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_lamb_seed0_lrscale27_tokens268435456
lamb,0,1337,134217728,0.2500038147554742,2048,4.455793380737305,86.1241950969045,0.2796516418457031,64,1158.5195744759978,231705.5852262265,6175793152,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_lamb_seed0_lrscale27_tokens268435456
lamb,0,1337,268435456,0.5000076295109483,4096,4.210540771484375,67.3927832843249,0.29844093322753906,64,1158.5195744759978,231705.5852262265,6175793152,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_lamb_seed0_lrscale27_tokens268435456
lion,0,1337,16777216,0.03125047684443427,256,6.305228233337402,547.4241931523586,0.14279747009277344,64,1117.527238096001,240204.84409610435,6039584256,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_lion_seed0_lrscale0p3_tokens268435456
lion,0,1337,33554432,0.06250095368886854,512,5.674002647399902,291.19665542532005,0.18014907836914062,64,1117.527238096001,240204.84409610435,6039584256,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_lion_seed0_lrscale0p3_tokens268435456
lion,0,1337,67108864,0.1250019073777371,1024,5.055916786193848,156.94781872872173,0.2221813201904297,64,1117.527238096001,240204.84409610435,6039584256,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_lion_seed0_lrscale0p3_tokens268435456
lion,0,1337,134217728,0.2500038147554742,2048,4.4709062576293945,87.43566364260828,0.27742576599121094,64,1117.527238096001,240204.84409610435,6039584256,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_lion_seed0_lrscale0p3_tokens268435456
lion,0,1337,268435456,0.5000076295109483,4096,4.166975021362305,64.51980419359604,0.3036460876464844,64,1117.527238096001,240204.84409610435,6039584256,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_lion_seed0_lrscale0p3_tokens268435456
mars,0,1337,16777216,0.03125047684443427,256,5.857702732086182,349.91798270233926,0.1775531768798828,64,1150.9215605589964,233235.23096536862,6324693504,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_mars_seed0_lrscale0p3_tokens268435456
mars,0,1337,33554432,0.06250095368886854,512,5.304955005645752,201.3312249790169,0.20838356018066406,64,1150.9215605589964,233235.23096536862,6324693504,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_mars_seed0_lrscale0p3_tokens268435456
mars,0,1337,67108864,0.1250019073777371,1024,4.750679016113281,115.66242516418683,0.2524585723876953,64,1150.9215605589964,233235.23096536862,6324693504,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_mars_seed0_lrscale0p3_tokens268435456
mars,0,1337,134217728,0.2500038147554742,2048,4.3549089431762695,77.85950727643227,0.28768157958984375,64,1150.9215605589964,233235.23096536862,6324693504,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_mars_seed0_lrscale0p3_tokens268435456
mars,0,1337,268435456,0.5000076295109483,4096,4.1218061447143555,61.670356648930785,0.30554962158203125,64,1150.9215605589964,233235.23096536862,6324693504,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_mars_seed0_lrscale0p3_tokens268435456
muon-pytorch,0,1337,16777216,0.03125047684443427,256,5.278108596801758,195.99811590753652,0.2044086456298828,64,1148.5943301670006,233707.80174491255,6117270528,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_muon-pytorch_seed0_lrscale3_tokens268435456
muon-pytorch,0,1337,33554432,0.06250095368886854,512,4.948966979980469,141.0287331811823,0.23703956604003906,64,1148.5943301670006,233707.80174491255,6117270528,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_muon-pytorch_seed0_lrscale3_tokens268435456
muon-pytorch,0,1337,67108864,0.1250019073777371,1024,4.761952877044678,116.97376441736354,0.2509288787841797,64,1148.5943301670006,233707.80174491255,6117270528,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_muon-pytorch_seed0_lrscale3_tokens268435456
muon-pytorch,0,1337,134217728,0.2500038147554742,2048,4.571454048156738,96.68429436191391,0.26610374450683594,64,1148.5943301670006,233707.80174491255,6117270528,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_muon-pytorch_seed0_lrscale3_tokens268435456
muon-pytorch,0,1337,268435456,0.5000076295109483,4096,4.4571852684021,86.24415368608321,0.27433204650878906,64,1148.5943301670006,233707.80174491255,6117270528,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_muon-pytorch_seed0_lrscale3_tokens268435456
muon,0,1337,16777216,0.03125047684443427,256,5.167823791503906,175.53181619810817,0.2129058837890625,64,1175.974133417001,228266.4629875942,6117368832,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_muon_seed0_lrscale3_tokens268435456
muon,0,1337,33554432,0.06250095368886854,512,4.705371856689453,110.53903224899439,0.2558574676513672,64,1175.974133417001,228266.4629875942,6117368832,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_muon_seed0_lrscale3_tokens268435456
muon,0,1337,67108864,0.1250019073777371,1024,4.408752918243408,82.16668703325017,0.2809886932373047,64,1175.974133417001,228266.4629875942,6117368832,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_muon_seed0_lrscale3_tokens268435456
muon,0,1337,134217728,0.2500038147554742,2048,4.191479682922363,66.12036964881675,0.300384521484375,64,1175.974133417001,228266.4629875942,6117368832,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_muon_seed0_lrscale3_tokens268435456
muon,0,1337,268435456,0.5000076295109483,4096,4.043658256530762,57.03445372556012,0.3135967254638672,64,1175.974133417001,228266.4629875942,6117368832,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_muon_seed0_lrscale3_tokens268435456
prodigy,0,1337,16777216,0.03125047684443427,256,5.787520885467529,326.2020558131375,0.1793346405029297,64,1147.7304891460017,233883.70226161394,6451916800,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_prodigy_seed0_lrscale0p3_tokens268435456
prodigy,0,1337,33554432,0.06250095368886854,512,5.105589866638184,164.9407687779071,0.2185993194580078,64,1147.7304891460017,233883.70226161394,6451916800,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_prodigy_seed0_lrscale0p3_tokens268435456
prodigy,0,1337,67108864,0.1250019073777371,1024,4.548550128936768,94.49501382416213,0.2702503204345703,64,1147.7304891460017,233883.70226161394,6451916800,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_prodigy_seed0_lrscale0p3_tokens268435456
prodigy,0,1337,134217728,0.2500038147554742,2048,4.271369934082031,71.61947691543894,0.29283905029296875,64,1147.7304891460017,233883.70226161394,6451916800,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_prodigy_seed0_lrscale0p3_tokens268435456
prodigy,0,1337,268435456,0.5000076295109483,4096,4.091464042663574,59.82725285657247,0.3072776794433594,64,1147.7304891460017,233883.70226161394,6451916800,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_prodigy_seed0_lrscale0p3_tokens268435456
scion-light,0,1337,16777216,0.03125047684443427,256,6.452136039733887,634.0524626588718,0.1423053741455078,64,1171.1609263130017,229204.5866361653,5909968384,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_scion-light_seed0_lrscale0p3_tokens268435456
scion-light,0,1337,33554432,0.06250095368886854,512,6.336269378662109,564.6833415248443,0.14540672302246094,64,1171.1609263130017,229204.5866361653,5909968384,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_scion-light_seed0_lrscale0p3_tokens268435456
scion-light,0,1337,67108864,0.1250019073777371,1024,6.41378116607666,610.1939465694576,0.14218521118164062,64,1171.1609263130017,229204.5866361653,5909968384,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_scion-light_seed0_lrscale0p3_tokens268435456
scion-light,0,1337,134217728,0.2500038147554742,2048,6.293587684631348,541.088824551898,0.146240234375,64,1171.1609263130017,229204.5866361653,5909968384,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_scion-light_seed0_lrscale0p3_tokens268435456
scion-light,0,1337,268435456,0.5000076295109483,4096,6.240045070648193,512.8794735730139,0.14815711975097656,64,1171.1609263130017,229204.5866361653,5909968384,/root/autodl-tmp/llm-optimizer-results/formal/sub1_main_token-bin_scion-light_seed0_lrscale0p3_tokens268435456
